id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,origin,oven_temperature,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class_binary
4558,78.0,30.0,31.0,96.0,70.0,10,229.0,3.1,Lisboa,227.0,184.0,47.66,16.0,4.8,1
4559,63.0,23.0,28.0,98.9,120.0,9,342.0,3.2,Lisboa,346.0,206.0,52.32,159.5,4.9,0
4560,64.0,25.0,59.0,98.8,111.0,10,389.0,3.2,Lisboa,386.0,233.0,40.79,173.6,6.7,1
4561,47.0,20.0,27.0,98.3,101.0,10,274.0,3.0,Lisboa,273.0,223.0,61.07,116.7,5.8,1
4562,58.0,27.0,17.0,94.9,23.0,10,238.0,3.1,Lisboa,231.0,208.0,49.32,10.9,3.6,1
4563,76.0,27.0,32.0,98.5,80.0,13,269.0,3.3,Lisboa,271.0,198.0,45.2,20.4,5.8,1
4564,44.0,19.0,50.0,97.5,56.0,11,224.0,2.9,Lisboa,214.0,250.0,48.32,87.0,3.4,0
4565,46.0,21.0,37.0,,56.0,11,207.0,3.1,Lisboa,202.0,208.0,27.04,24.2,3.9,1
4566,60.0,38.0,31.0,100.2,118.0,9,400.0,3.2,Lisboa,402.0,218.0,51.03,129.6,4.7,0
4567,49.0,25.0,79.0,96.4,102.0,9,282.0,3.0,Lisboa,294.0,216.0,38.66,133.1,3.9,0
4568,69.0,19.0,44.0,101.8,54.0,11,219.0,3.3,Lisboa,203.0,213.0,45.93,16.2,4.2,0
4569,44.0,24.0,25.0,99.3,50.0,11,201.0,3.3,Lisboa,204.0,243.0,44.74,12.1,4.1,0
4570,70.0,31.0,59.0,97.6,28.0,10,118.0,3.5,Porto,111.0,262.0,90.51,22.1,6.7,0
4571,76.0,35.0,71.0,99.4,20.0,11,72.0,3.2,Porto,76.0,333.0,99.04,51.2,5.8,0
4572,45.0,41.0,55.0,99.4,37.0,11,152.0,3.2,Porto,122.0,350.0,88.88,26.2,6.4,1
4573,41.0,26.0,27.0,99.2,46.0,13,231.0,3.3,Lisboa,230.0,189.0,34.26,48.5,,1
4574,55.0,22.0,50.0,101.0,110.0,11,280.0,3.2,Lisboa,278.0,225.0,46.99,96.3,6.0,1
4575,65.0,23.0,37.0,93.3,26.0,13,161.0,3.0,Lisboa,156.0,245.0,32.76,111.2,4.1,1
4576,53.0,39.0,6.0,98.5,40.0,9,135.0,3.2,Porto,139.0,237.0,68.55,16.3,4.6,0
4577,77.0,31.0,25.0,98.7,66.0,10,317.0,3.2,Lisboa,306.0,231.0,55.44,142.8,5.1,0
4578,49.0,38.0,2.0,100.5,32.0,11,101.0,3.4,Porto,103.0,221.0,76.07,26.2,6.4,1
4579,51.0,39.0,53.0,98.5,20.0,12,68.0,3.3,Porto,72.0,226.0,149.4,31.8,10.5,1
4580,56.0,19.0,27.0,97.5,116.0,10,217.0,3.0,Lisboa,236.0,180.0,46.39,143.7,7.1,1
4581,60.0,27.0,28.0,,66.0,10,281.0,3.5,Lisboa,276.0,149.0,36.57,9.0,5.7,1
4582,72.0,24.0,49.0,96.4,120.0,9,240.0,3.1,Lisboa,254.0,205.0,34.8,112.9,5.4,1
4583,80.0,25.0,39.0,99.0,99.0,9,307.0,3.0,Lisboa,304.0,229.0,56.72,189.9,4.7,0
4584,69.0,23.0,52.0,99.4,114.0,10,326.0,3.2,Lisboa,338.0,185.0,49.13,78.5,4.6,1
4585,78.0,26.0,26.0,96.0,45.0,13,243.0,3.4,Lisboa,232.0,198.0,34.83,49.0,7.0,1
4586,51.0,16.0,40.0,99.8,169.0,10,320.0,3.2,Lisboa,324.0,208.0,42.64,124.7,8.1,1
4587,47.0,23.0,28.0,98.2,88.0,12,203.0,3.3,Lisboa,191.0,218.0,36.22,59.7,4.0,1
4588,41.0,22.0,27.0,98.3,71.0,13,225.0,3.1,Lisboa,236.0,187.0,40.28,29.6,3.7,1
4589,72.0,55.0,3.0,99.7,18.0,9,64.0,3.3,Porto,61.0,231.0,58.99,17.6,3.2,0
4590,71.0,16.0,28.0,98.4,100.0,10,215.0,3.2,Lisboa,206.0,195.0,42.03,84.2,3.6,1
4591,41.0,25.0,26.0,99.6,125.0,10,356.0,3.2,Lisboa,356.0,192.0,45.71,140.6,4.4,1
4592,74.0,24.0,35.0,97.5,36.0,11,72.0,3.3,Porto,90.0,282.0,61.79,20.7,8.3,1
4593,74.0,34.0,25.0,101.7,67.0,10,133.0,3.3,Porto,140.0,206.0,74.64,19.5,6.3,0
4594,77.0,25.0,21.0,97.6,76.0,12,301.0,3.0,Lisboa,318.0,223.0,52.98,52.3,4.6,1
4595,55.0,22.0,37.0,100.3,81.0,10,239.0,3.2,Lisboa,255.0,200.0,30.64,75.7,3.9,0
4596,67.0,22.0,32.0,96.1,101.0,10,315.0,3.1,Lisboa,316.0,198.0,48.86,81.7,5.3,1
4597,59.0,43.0,61.0,98.6,34.0,9,184.0,3.2,Porto,187.0,259.0,109.06,21.1,5.1,0
4598,77.0,22.0,23.0,101.2,104.0,10,276.0,3.1,Lisboa,269.0,170.0,39.72,147.9,3.5,1
4599,66.0,26.0,10.0,97.0,50.0,11,145.0,3.4,,153.0,166.0,31.78,13.2,5.1,1
4600,54.0,39.0,1.0,99.2,90.0,10,122.0,3.4,Porto,130.0,205.0,80.85,19.3,7.3,0
4601,77.0,23.0,26.0,98.0,58.0,11,215.0,3.3,Lisboa,229.0,175.0,40.29,114.7,2.9,1
4602,68.0,18.0,32.0,95.9,76.0,9,308.0,2.9,Lisboa,299.0,227.0,60.04,138.1,4.6,1
4603,61.0,20.0,36.0,100.3,101.0,9,242.0,2.9,Lisboa,239.0,212.0,43.05,107.5,6.0,1
4604,41.0,41.0,48.0,95.7,44.0,11,239.0,3.3,Lisboa,243.0,212.0,51.22,18.0,5.8,0
4605,42.0,19.0,28.0,97.1,50.0,11,126.0,3.0,Lisboa,133.0,257.0,33.48,11.3,5.0,1
4606,75.0,29.0,50.0,97.4,16.0,12,74.0,3.2,Porto,66.0,289.0,88.76,47.1,6.2,1
4607,75.0,22.0,23.0,99.2,60.0,10,238.0,3.3,Lisboa,255.0,197.0,32.77,84.3,5.7,1
4608,41.0,24.0,13.0,98.6,44.0,13,147.0,3.4,Lisboa,155.0,159.0,36.62,,4.8,0
4609,48.0,30.0,22.0,99.6,58.0,10,203.0,3.2,Lisboa,218.0,205.0,50.92,90.7,4.4,0
4610,62.0,28.0,40.0,100.2,32.0,10,145.0,3.3,Porto,139.0,297.0,84.43,23.3,4.8,0
4611,58.0,24.0,15.0,101.2,34.0,12,166.0,3.3,Lisboa,175.0,173.0,29.11,11.2,3.8,1
4612,45.0,27.0,30.0,93.9,131.0,11,398.0,3.2,Lisboa,395.0,200.0,54.52,,5.7,0
4613,56.0,28.0,32.0,98.4,40.0,9,294.0,3.2,Lisboa,300.0,207.0,68.3,18.1,4.7,0
4614,57.0,30.0,24.0,98.1,98.0,9,276.0,3.1,Lisboa,274.0,221.0,54.57,84.8,5.3,0
4615,69.0,36.0,54.0,101.2,106.0,9,181.0,3.2,Porto,174.0,306.0,211.23,142.4,,0
4616,75.0,32.0,27.0,98.2,56.0,12,133.0,3.7,Porto,133.0,165.0,92.65,19.7,6.5,1
4617,76.0,20.0,26.0,98.0,108.0,11,171.0,2.9,Lisboa,181.0,239.0,22.64,9.2,3.5,1
4618,57.0,49.0,12.0,98.7,27.0,11,81.0,3.4,Porto,93.0,260.0,85.76,24.5,6.3,1
4619,70.0,16.0,35.0,95.0,46.0,12,216.0,3.5,Lisboa,217.0,,37.54,21.3,8.2,1
4620,52.0,36.0,14.0,99.9,67.0,11,112.0,3.4,,110.0,192.0,72.86,22.7,7.3,1
4621,69.0,24.0,54.0,99.6,107.0,,205.0,3.1,Lisboa,207.0,193.0,160.6,16.7,3.7,1
4622,71.0,22.0,27.0,97.6,114.0,11,356.0,3.2,Lisboa,336.0,238.0,51.47,18.0,5.0,1
4623,55.0,24.0,17.0,97.9,109.0,9,353.0,3.2,Lisboa,343.0,174.0,44.62,80.4,3.6,0
4624,74.0,23.0,25.0,98.0,54.0,9,314.0,3.1,Lisboa,310.0,191.0,52.24,11.4,5.5,0
4625,53.0,21.0,26.0,97.6,84.0,12,273.0,3.4,Lisboa,278.0,161.0,28.89,43.8,3.1,1
4626,56.0,18.0,40.0,98.9,167.0,10,311.0,3.3,Lisboa,317.0,214.0,44.74,129.8,8.0,1
4627,47.0,22.0,36.0,99.9,79.0,9,352.0,3.0,Lisboa,348.0,220.0,49.99,127.6,4.6,1
4628,43.0,23.0,52.0,98.3,106.0,11,351.0,3.1,Lisboa,340.0,230.0,45.33,77.3,5.4,1
4629,55.0,17.0,20.0,97.5,63.0,12,212.0,3.3,Lisboa,218.0,171.0,41.81,15.8,4.7,1
4630,72.0,19.0,28.0,102.8,44.0,9,276.0,3.0,Lisboa,271.0,196.0,53.7,177.8,4.2,1
4631,50.0,30.0,30.0,98.8,73.0,9,175.0,3.3,Porto,174.0,245.0,74.85,19.2,6.4,0
4632,42.0,20.0,100.0,99.0,103.0,9,220.0,2.9,Lisboa,223.0,223.0,147.86,10.7,4.2,1
4633,53.0,38.0,23.0,98.0,40.0,11,90.0,3.4,Porto,86.0,210.0,72.14,18.3,8.5,1
4634,60.0,36.0,29.0,97.7,26.0,10,69.0,3.3,Porto,76.0,270.0,64.94,18.6,6.8,1
4635,46.0,26.0,31.0,98.2,31.0,11,325.0,3.5,Lisboa,314.0,191.0,41.04,101.0,5.4,0
4636,69.0,20.0,34.0,95.7,59.0,10,238.0,3.3,Lisboa,254.0,202.0,42.69,19.0,6.2,0
4637,73.0,24.0,27.0,99.1,62.0,11,215.0,3.2,Lisboa,213.0,201.0,29.16,105.7,3.5,1
4638,46.0,16.0,42.0,101.1,134.0,11,268.0,3.1,Lisboa,268.0,182.0,44.51,11.1,7.3,1
4639,64.0,28.0,28.0,103.6,115.0,10,312.0,3.0,Lisboa,329.0,207.0,45.19,133.1,5.8,1
4640,42.0,24.0,31.0,96.8,94.0,10,308.0,3.4,Lisboa,316.0,221.0,47.23,77.5,5.7,1
4641,54.0,22.0,30.0,100.8,221.0,11,301.0,3.0,Lisboa,323.0,203.0,41.24,38.1,6.1,1
4642,63.0,25.0,41.0,99.2,40.0,10,191.0,3.3,Lisboa,182.0,212.0,51.62,87.3,6.3,1
4643,79.0,46.0,30.0,103.7,53.0,9,166.0,3.3,Porto,163.0,303.0,76.93,25.8,5.1,0
4644,77.0,37.0,43.0,100.4,84.0,10,356.0,3.0,Lisboa,359.0,233.0,208.19,126.5,5.5,0
4645,66.0,22.0,36.0,94.5,93.0,10,290.0,3.6,Lisboa,296.0,189.0,68.41,139.1,4.8,0
4646,42.0,22.0,48.0,102.4,40.0,10,152.0,3.1,Lisboa,159.0,246.0,54.81,9.2,3.7,1
4647,74.0,21.0,50.0,100.8,115.0,10,342.0,3.3,Lisboa,343.0,283.0,48.68,99.7,4.3,1
4648,76.0,33.0,33.0,97.2,34.0,11,138.0,3.0,Lisboa,151.0,201.0,41.53,206.9,3.9,1
4649,62.0,17.0,33.0,94.9,55.0,12,252.0,3.1,Lisboa,256.0,220.0,63.99,14.1,4.8,1
4650,67.0,20.0,42.0,98.9,71.0,10,255.0,3.1,Lisboa,278.0,194.0,50.92,90.9,7.4,1
4651,75.0,26.0,39.0,97.8,68.0,10,228.0,3.2,Lisboa,227.0,236.0,66.58,122.9,4.0,0
4652,78.0,42.0,26.0,100.2,20.0,9,176.0,3.1,Porto,167.0,253.0,96.27,20.2,6.3,1
4653,71.0,28.0,71.0,98.5,24.0,13,118.0,3.2,Porto,107.0,371.0,68.35,41.9,6.3,1
4654,56.0,24.0,48.0,100.1,36.0,11,116.0,2.9,Lisboa,111.0,251.0,32.44,62.0,3.4,0
4655,51.0,26.0,27.0,99.8,124.0,11,288.0,3.0,Lisboa,289.0,220.0,20.96,85.3,3.9,1
4656,59.0,29.0,31.0,99.4,88.0,13,172.0,3.6,Lisboa,173.0,195.0,36.02,17.2,4.6,1
4657,71.0,20.0,29.0,98.5,69.0,9,227.0,3.2,Lisboa,,219.0,41.78,69.6,4.2,1
4658,74.0,27.0,24.0,100.2,50.0,11,257.0,3.0,Lisboa,256.0,193.0,51.41,82.5,4.5,0
4659,74.0,53.0,7.0,99.2,50.0,12,140.0,3.6,Porto,135.0,194.0,97.7,20.0,7.8,1
4660,77.0,40.0,2.0,100.7,62.0,11,116.0,3.5,Porto,117.0,174.0,68.6,24.4,4.4,0
4661,56.0,24.0,43.0,98.3,74.0,12,196.0,3.3,Lisboa,206.0,220.0,33.43,18.0,4.9,1
4662,72.0,29.0,41.0,98.7,20.0,11,69.0,3.2,,67.0,298.0,69.62,16.3,4.6,0
4663,41.0,21.0,36.0,98.3,82.0,9,237.0,3.2,Lisboa,249.0,187.0,40.21,174.0,4.3,1
4664,54.0,21.0,19.0,100.3,42.0,10,215.0,3.0,Lisboa,220.0,198.0,95.98,44.7,4.4,0
4665,61.0,33.0,7.0,97.0,30.0,11,243.0,3.0,Lisboa,241.0,190.0,29.02,11.0,2.9,0
4666,68.0,20.0,26.0,98.3,158.0,11,257.0,3.1,Lisboa,263.0,244.0,35.59,92.3,3.7,1
4667,77.0,17.0,28.0,93.1,52.0,10,220.0,3.1,Lisboa,222.0,185.0,43.11,17.7,3.6,0
4668,74.0,21.0,49.0,96.4,90.0,8,282.0,3.3,Lisboa,289.0,195.0,41.46,177.4,3.7,1
4669,47.0,19.0,26.0,99.5,137.0,11,342.0,3.1,Lisboa,323.0,205.0,55.7,101.3,5.1,1
4670,66.0,43.0,50.0,97.8,68.0,13,168.0,3.3,Lisboa,160.0,183.0,28.87,12.5,4.1,1
4671,49.0,20.0,52.0,100.2,109.0,11,296.0,3.2,Lisboa,306.0,203.0,36.85,65.9,2.7,1
4672,62.0,19.0,44.0,102.4,83.0,11,303.0,,Lisboa,290.0,204.0,62.77,14.1,4.3,0
4673,48.0,24.0,32.0,98.3,155.0,10,349.0,2.9,,368.0,251.0,38.99,105.6,4.8,1
4674,71.0,18.0,49.0,101.1,78.0,10,252.0,3.1,Lisboa,253.0,212.0,38.33,12.9,7.7,1
4675,76.0,25.0,38.0,101.5,42.0,,185.0,3.3,Lisboa,191.0,229.0,51.28,13.2,6.1,0
4676,47.0,23.0,32.0,99.0,64.0,11,192.0,3.1,Lisboa,194.0,271.0,27.91,49.4,4.0,1
4677,50.0,23.0,32.0,99.5,59.0,11,179.0,3.1,Lisboa,174.0,217.0,36.49,111.2,3.4,1
4678,59.0,25.0,33.0,95.5,66.0,13,233.0,3.4,Lisboa,238.0,208.0,43.23,22.2,4.4,1
4679,72.0,20.0,105.0,97.4,100.0,8,244.0,3.1,Lisboa,249.0,195.0,114.47,11.9,3.1,1
4680,48.0,29.0,50.0,100.9,49.0,11,116.0,3.2,Porto,121.0,325.0,88.42,17.9,5.4,0
4681,66.0,21.0,32.0,97.5,111.0,10,252.0,3.1,Lisboa,251.0,190.0,44.61,147.2,3.6,1
4682,71.0,21.0,21.0,102.7,87.0,10,267.0,3.2,Lisboa,283.0,176.0,45.85,20.1,3.8,1
4683,48.0,28.0,47.0,97.6,134.0,9,316.0,2.8,Lisboa,324.0,236.0,87.74,117.8,4.8,0
4684,77.0,20.0,33.0,100.8,79.0,11,218.0,3.7,Lisboa,215.0,231.0,57.29,16.9,6.7,1
4685,42.0,26.0,48.0,97.1,103.0,10,321.0,3.1,Lisboa,334.0,243.0,44.99,92.6,4.8,0
4686,58.0,25.0,34.0,99.1,76.0,10,215.0,3.1,Lisboa,204.0,170.0,113.67,16.1,3.7,1
4687,41.0,36.0,4.0,96.2,48.0,9,137.0,3.4,Porto,124.0,206.0,85.21,14.9,7.5,0
4688,42.0,23.0,32.0,97.8,89.0,10,239.0,3.4,Lisboa,223.0,189.0,33.87,9.2,5.9,1
4689,51.0,32.0,40.0,99.5,26.0,9,83.0,2.9,Porto,98.0,321.0,107.98,23.1,5.2,0
4690,47.0,23.0,24.0,96.3,47.0,9,218.0,3.1,Lisboa,224.0,223.0,58.55,38.1,4.7,0
4691,60.0,23.0,24.0,96.9,114.0,10,296.0,3.3,Lisboa,308.0,178.0,44.79,118.1,4.8,0
4692,61.0,33.0,51.0,102.8,20.0,11,95.0,3.2,Porto,75.0,284.0,63.35,64.3,7.5,1
4693,54.0,39.0,2.0,97.4,30.0,12,94.0,3.4,Porto,97.0,208.0,95.48,19.3,5.3,1
4694,53.0,32.0,35.0,98.4,34.0,11,152.0,3.0,Lisboa,150.0,203.0,40.5,202.0,4.1,1
4695,80.0,36.0,3.0,94.6,31.0,10,115.0,3.4,Porto,101.0,227.0,67.23,17.1,5.9,0
4696,74.0,18.0,25.0,96.6,101.0,10,248.0,3.1,Lisboa,242.0,197.0,52.33,74.3,3.8,1
4697,58.0,21.0,32.0,98.9,81.0,9,296.0,3.1,Lisboa,299.0,266.0,44.71,132.8,4.7,1
4698,50.0,19.0,35.0,98.2,71.0,10,217.0,3.3,Lisboa,220.0,181.0,34.99,60.2,5.7,1
4699,45.0,22.0,35.0,95.4,79.0,10,252.0,3.2,Lisboa,251.0,205.0,30.49,45.0,3.8,1
4700,79.0,27.0,27.0,100.2,36.0,10,261.0,3.1,Lisboa,252.0,227.0,43.83,18.2,3.7,0
4701,53.0,24.0,32.0,103.2,80.0,9,284.0,3.2,Lisboa,294.0,195.0,132.24,52.8,3.9,0
4702,49.0,18.0,31.0,97.3,60.0,11,230.0,3.7,Lisboa,230.0,174.0,41.84,14.0,7.1,1
4703,41.0,29.0,18.0,100.0,66.0,10,322.0,3.5,Lisboa,340.0,182.0,90.95,74.7,7.2,0
4704,67.0,26.0,29.0,96.4,77.0,11,273.0,3.3,Lisboa,269.0,172.0,49.38,73.3,5.0,1
4705,61.0,27.0,31.0,103.2,50.0,11,206.0,3.2,Lisboa,218.0,200.0,55.7,133.4,5.7,1
4706,54.0,23.0,50.0,97.7,67.0,10,253.0,3.1,Lisboa,255.0,284.0,42.53,117.8,3.3,0
4707,68.0,51.0,62.0,96.8,36.0,11,94.0,3.1,Porto,101.0,380.0,90.77,23.2,5.9,1
4708,56.0,24.0,28.0,98.9,132.0,9,388.0,3.2,Lisboa,380.0,223.0,45.61,108.5,5.2,1
4709,68.0,50.0,18.0,100.7,48.0,10,210.0,3.2,Porto,195.0,223.0,94.36,54.1,5.1,1
4710,47.0,29.0,29.0,98.9,89.0,14,197.0,3.2,Lisboa,210.0,201.0,34.26,22.0,5.6,1
4711,80.0,24.0,23.0,99.4,76.0,10,361.0,3.1,Lisboa,354.0,194.0,46.47,121.3,5.9,1
4712,58.0,16.0,36.0,96.2,93.0,11,191.0,3.1,Lisboa,217.0,226.0,41.49,138.9,6.1,1
4713,73.0,22.0,31.0,98.9,127.0,10,333.0,3.2,Lisboa,324.0,233.0,38.05,105.8,5.4,1
4714,67.0,28.0,72.0,100.8,108.0,9,269.0,3.2,Lisboa,279.0,209.0,45.34,104.2,4.7,0
4715,65.0,23.0,43.0,98.6,54.0,12,232.0,3.1,Lisboa,241.0,210.0,21.74,59.2,5.7,1
4716,79.0,35.0,0.0,96.1,91.0,11,124.0,3.6,Porto,130.0,184.0,64.53,20.4,9.6,1
4717,69.0,24.0,33.0,100.0,98.0,12,,3.2,Lisboa,244.0,186.0,37.06,79.5,3.0,1
4718,58.0,20.0,27.0,95.9,71.0,9,265.0,3.3,Lisboa,266.0,267.0,48.03,62.2,5.0,1
4719,68.0,21.0,31.0,103.2,94.0,10,260.0,3.6,Lisboa,288.0,185.0,42.92,55.8,4.2,1
4720,66.0,29.0,12.0,101.2,49.0,9,90.0,3.1,Porto,90.0,240.0,96.08,16.3,5.1,0
4721,55.0,25.0,60.0,98.8,40.0,10,227.0,3.1,Lisboa,227.0,192.0,61.13,9.8,4.2,0
4722,74.0,29.0,25.0,98.2,60.0,12,166.0,3.1,Lisboa,173.0,202.0,27.73,25.2,3.6,1
4723,42.0,22.0,32.0,97.2,140.0,10,378.0,3.4,Lisboa,375.0,208.0,47.12,26.7,5.4,1
4724,56.0,18.0,33.0,98.1,36.0,11,138.0,3.3,Lisboa,141.0,182.0,41.88,16.1,5.4,1
4725,41.0,45.0,24.0,93.2,37.0,9,185.0,3.2,Porto,173.0,240.0,76.89,22.6,5.5,1
4726,79.0,30.0,30.0,98.0,66.0,10,263.0,3.1,,250.0,200.0,44.56,85.8,5.7,0
4727,70.0,41.0,25.0,100.7,22.0,9,92.0,3.1,Porto,97.0,298.0,81.32,24.3,5.6,0
4728,69.0,67.0,6.0,97.5,34.0,11,89.0,3.5,Porto,97.0,208.0,59.34,21.4,4.1,0
4729,40.0,18.0,35.0,98.2,49.0,11,184.0,3.2,Lisboa,185.0,216.0,43.54,107.0,4.2,1
4730,77.0,24.0,20.0,97.4,49.0,10,264.0,3.1,Lisboa,265.0,192.0,39.61,160.2,5.4,0
4731,53.0,36.0,18.0,98.8,36.0,10,130.0,3.1,Lisboa,140.0,239.0,40.59,82.5,3.0,0
4732,41.0,19.0,29.0,97.3,,9,376.0,3.1,Lisboa,388.0,220.0,52.04,127.8,4.6,1
4733,48.0,55.0,0.0,98.0,30.0,10,94.0,3.3,Porto,97.0,239.0,83.33,22.5,4.8,0
4734,45.0,27.0,16.0,99.8,24.0,10,231.0,3.1,Lisboa,234.0,199.0,51.52,11.0,3.7,1
4735,67.0,26.0,7.0,95.7,126.0,10,274.0,3.2,Lisboa,269.0,204.0,38.69,13.4,4.3,0
4736,80.0,22.0,30.0,101.8,115.0,10,260.0,3.1,Lisboa,249.0,195.0,43.65,116.8,5.7,1
4737,59.0,39.0,14.0,98.0,81.0,13,319.0,3.5,Lisboa,297.0,142.0,33.41,81.9,4.9,1
4738,62.0,38.0,19.0,102.3,34.0,10,136.0,3.2,Porto,122.0,225.0,109.0,18.5,9.2,0
4739,52.0,21.0,43.0,101.1,115.0,9,356.0,3.2,Lisboa,345.0,201.0,53.03,81.0,4.9,1
4740,44.0,22.0,32.0,99.2,82.0,,215.0,3.2,Lisboa,205.0,208.0,33.91,30.7,4.2,1
4741,58.0,26.0,35.0,98.0,55.0,9,328.0,3.1,Lisboa,327.0,231.0,49.23,11.7,4.4,0
4742,58.0,28.0,47.0,100.3,38.0,11,120.0,3.0,Lisboa,135.0,259.0,35.8,9.9,3.5,0
4743,72.0,44.0,7.0,97.0,28.0,9,211.0,3.2,Lisboa,210.0,180.0,61.52,11.9,3.6,0
4744,45.0,62.0,14.0,99.3,32.0,10,121.0,3.4,Porto,131.0,256.0,69.56,59.2,4.6,0
4745,46.0,18.0,32.0,97.0,155.0,10,359.0,3.2,Lisboa,366.0,219.0,46.77,24.3,5.9,1
4746,68.0,45.0,0.0,97.5,91.0,10,146.0,3.6,Porto,146.0,206.0,65.78,18.5,8.2,0
4747,76.0,24.0,29.0,95.5,22.0,11,129.0,3.1,Lisboa,111.0,204.0,46.73,153.3,3.9,1
4748,45.0,24.0,29.0,98.4,83.0,11,213.0,3.3,Lisboa,211.0,207.0,24.99,27.0,6.3,1
4749,44.0,22.0,32.0,93.9,95.0,12,220.0,3.2,Lisboa,225.0,188.0,39.93,14.1,5.0,1
4750,45.0,23.0,28.0,97.4,120.0,9,270.0,2.9,Lisboa,252.0,200.0,51.35,148.2,5.1,0
4751,75.0,15.0,34.0,99.9,92.0,9,208.0,3.4,Lisboa,218.0,210.0,41.49,89.0,4.1,1
4752,54.0,69.0,21.0,96.1,38.0,10,124.0,3.3,Porto,111.0,242.0,80.84,18.9,4.8,0
4753,70.0,26.0,57.0,98.0,64.0,10,148.0,3.3,,146.0,276.0,75.32,19.7,8.2,0
4754,65.0,25.0,26.0,97.2,67.0,10,285.0,3.1,Lisboa,284.0,216.0,71.49,72.6,4.5,1
4755,47.0,21.0,32.0,97.2,44.0,11,223.0,3.2,Lisboa,208.0,197.0,48.88,40.0,3.0,0
4756,49.0,19.0,26.0,96.7,55.0,9,193.0,3.1,Lisboa,201.0,232.0,49.21,46.0,4.7,1
4757,46.0,16.0,25.0,99.4,48.0,9,212.0,3.4,Lisboa,205.0,178.0,38.92,51.3,4.7,1
4758,74.0,32.0,23.0,98.4,58.0,13,173.0,3.3,Lisboa,156.0,173.0,42.2,46.5,3.9,1
4759,44.0,26.0,28.0,98.8,53.0,11,282.0,3.4,Lisboa,281.0,218.0,41.92,48.7,5.6,1
4760,68.0,24.0,18.0,99.8,132.0,9,360.0,3.2,Lisboa,347.0,193.0,41.42,82.8,4.5,0
4761,60.0,20.0,48.0,101.5,22.0,10,80.0,3.3,Porto,77.0,330.0,331.23,19.5,7.3,0
4762,50.0,21.0,29.0,98.3,90.0,11,290.0,3.2,Lisboa,280.0,192.0,53.53,59.1,5.6,1
4763,50.0,25.0,33.0,97.9,128.0,9,349.0,3.3,Lisboa,353.0,179.0,36.31,73.8,4.1,0
4764,73.0,56.0,27.0,97.2,70.0,9,264.0,3.3,Porto,270.0,283.0,89.24,23.7,5.2,0
4765,42.0,44.0,24.0,96.6,20.0,10,92.0,3.1,Porto,79.0,287.0,68.88,21.2,6.0,0
4766,74.0,28.0,30.0,98.5,72.0,10,142.0,3.4,Porto,154.0,212.0,73.77,17.8,5.8,1
4767,60.0,23.0,32.0,99.5,92.0,10,229.0,3.2,Lisboa,236.0,205.0,46.78,97.4,5.2,1
4768,52.0,32.0,53.0,96.2,38.0,11,64.0,3.4,Porto,84.0,276.0,86.32,23.4,6.0,1
4769,66.0,25.0,53.0,97.9,85.0,12,199.0,3.3,Lisboa,206.0,183.0,27.35,62.8,5.2,1
4770,78.0,24.0,24.0,101.4,92.0,9,222.0,3.1,Lisboa,217.0,185.0,45.46,175.3,4.5,1
4771,46.0,23.0,26.0,99.7,83.0,11,246.0,3.2,,242.0,196.0,38.59,90.7,3.5,1
4772,54.0,24.0,23.0,99.3,74.0,10,336.0,3.3,Lisboa,316.0,191.0,30.33,83.9,5.8,1
4773,76.0,21.0,20.0,96.7,92.0,9,215.0,3.2,Lisboa,217.0,171.0,44.91,157.4,4.6,1
4774,68.0,34.0,32.0,99.2,39.0,9,261.0,3.1,,268.0,235.0,81.64,20.4,5.6,0
4775,78.0,42.0,14.0,100.1,30.0,10,116.0,3.2,Porto,113.0,269.0,67.23,23.6,5.9,0
4776,61.0,71.0,0.0,97.9,20.0,11,71.0,3.6,Porto,71.0,218.0,96.57,42.2,5.6,0
4777,48.0,20.0,36.0,100.0,63.0,10,252.0,3.2,Lisboa,253.0,208.0,30.37,19.1,5.9,1
4778,52.0,19.0,37.0,94.0,75.0,11,196.0,3.2,Lisboa,177.0,214.0,35.81,12.0,4.9,0
4779,80.0,22.0,45.0,97.2,105.0,9,348.0,2.9,Lisboa,347.0,215.0,68.11,141.6,4.3,1
4780,55.0,20.0,30.0,99.3,108.0,10,299.0,3.4,Lisboa,296.0,208.0,54.86,99.9,4.2,1
4781,80.0,19.0,38.0,102.6,24.0,11,68.0,3.3,Porto,78.0,233.0,60.51,18.1,7.1,0
4782,68.0,21.0,38.0,98.0,101.0,9,264.0,3.2,Lisboa,278.0,189.0,36.53,82.3,4.7,1
4783,74.0,32.0,33.0,97.1,30.0,11,154.0,3.1,Lisboa,149.0,197.0,51.07,14.1,4.1,0
4784,43.0,43.0,0.0,101.1,34.0,10,86.0,3.5,Porto,82.0,221.0,74.69,21.5,4.9,0
4785,55.0,39.0,2.0,98.3,49.0,12,121.0,3.4,Porto,112.0,208.0,72.74,24.8,6.6,1
4786,55.0,23.0,51.0,99.1,59.0,11,220.0,3.0,Lisboa,234.0,191.0,53.72,58.6,9.9,1
4787,43.0,26.0,33.0,99.2,32.0,11,128.0,3.3,Porto,122.0,246.0,75.4,24.2,7.5,1
